objName,objAltName1,objAltName2,objAltName3,NED_name,NED_redshift,raMean,decMean,TransientName,TransientRA,TransientDEC
PSO J024936.820-311313.216,,,,WISEA J024936.80-311313.4,0.021357,42.40343445,-31.22032488,SN2016ajm,42.40004166666665,-31.223305555555555
PSO J094538.761-311127.368,,,,NGC 2997,0.003633,146.41151665,-31.19094705,SN2003jg,146.40795833333334,-31.189169444444445
PSO J200644.884-310045.923,,,,ESO 461- G 040,0.039661,301.68700615,-31.01275809,SN2016hfe,301.689875,-31.01236388888889
PSO J002822.929-305720.563,,,,2MASX J00282291-3057202,,7.09554097,-30.95571330000001,SSS120817:002822-305723,7.090916666666666,-30.956416666666662
PSO J134740.057-305622.079,,,,NGC 5292,0.014897,206.91690362,-30.93946567,SN2016adi,206.929625,-30.93250555555556
PSO J223234.264-305504.160,,,,WISEA J223234.26-305504.2,0.028433,338.1427611000001,-30.91784047,LSQ13bgk,338.14091666666667,-30.91705555555556
PSO J135250.270-304235.693,,,,ESO 445- G 066,0.024207,208.20945434,-30.70991307,SN1993H,208.20975,-30.70646944444445
PSO J040914.172-304225.703,,,,2MASX J04091418-3042254,0.059604,62.30904789,-30.70715466,SN1997df,62.30750000000001,-30.70638888888889
PSO J133748.799-304123.739,,,,WISEA J133748.79-304123.8,0.0507279999999999,204.45333184,-30.68992233,SN1992an,204.45366666666663,-30.692222222222235
PSO J144726.675-303843.113,,,,ESO 447- G 037,0.022179,221.86116838,-30.64532952,SN2009gb,221.85762916666664,-30.650688888888887
PSO J020232.335-303816.091,,,,WISEA J020232.35-303816.0,0.0668,30.63475113,-30.63779684,LSQ13bnx,30.632041666666662,-30.63666666666667
PSO J140251.939-303701.374,,,,2MASS J14025196-3037014,,210.7164158,-30.61704572,SN2016fss,210.71629166666665,-30.61646111111111
PSO J003632.084-303442.083,,,,WISEA J003632.09-303442.0,0.061262,9.13369278,-30.57834548,SN2017gig,9.137249999999998,-30.58206111111112
PSO J135001.505-303442.184,,,,NGC 5304,0.012402,207.50626422,-30.57838863,SN2005al,207.5013708333333,-30.576169444444453
PSO J132729.684-303331.431,,,,WISEA J132729.64-303331.4,0.047199,201.87368905,-30.55874236,LSQ14tc,201.87416666666664,-30.558694444444445
PSO J211322.649-303200.173,,,,WISEA J211322.65-303200.1,,318.34437756,-30.5333776,PS1-13dgl,318.34433333333334,-30.53275
PSO J234751.729-303118.915,,,,NGC 7755,0.009867,356.96552374,-30.52193559,SN2004cx,356.97025,-30.52571944444445
PSO J101033.161-303043.040,,,,WISEA J101033.16-303043.0,0.079515,152.63817253,-30.51197202,SN2017itw,152.63833333333332,-30.50996111111111
PSO J234928.602-302515.028,,,,2MASX J23492863-3025148,0.045531,357.36913909,-30.42081887,SN2017eiy,357.3677916666666,-30.417969444444445
PSO J132925.840-302447.075,,,,WISEA J132925.85-302447.0,0.048457,202.35766113,-30.41311002,SN1993P,202.3575,-30.413061111111112
PSO J125625.194-302347.287,,,,WINGS J125625.22-302347.6,,194.10493329,-30.39656295,LSQ14asn,194.1048333333333,-30.39719444444445
PSO J033344.470-301903.321,,,,WISEA J033344.47-301903.3,0.130297,53.43530924,-30.31759626,LSQ12hdl,53.43333333333332,-30.317777777777767
PSO J125648.801-301725.921,,,,WISEA J125648.79-301725.9,0.055799,194.20332572,-30.290517699999995,SN2019fte,194.2042208333333,-30.28899444444445
PSO J135053.751-301720.876,,,,ESO 445- G 056,0.018953,207.72393871,-30.28912037,SN2013dm,207.7204208333333,-30.28593888888889
PSO J215949.671-301618.624,,,,WISEA J215949.70-301619.9,0.0563,329.95696194,-30.27183501,LSQ14fom,329.95716666666664,-30.27097222222222
PSO J222036.128-301158.490,,,,WISEA J222036.11-301158.8,0.0701,335.15054604,-30.19959419,SN2018hbh,335.14944999999994,-30.198538888888887
PSO J220002.437-301100.743,,,,ESO 466- G 032,0.0171,330.01015755,-30.18355117,SN2016ekg,330.01533333333333,-30.18426111111112
PSO J045449.164-301012.249,,,,WISEA J045449.11-301014.0,,73.70484632,-30.17007105,SN2016dsr,73.70416666666667,-30.16858333333333
PSO J120532.848-300939.988,,,,ESO 440- G 048,0.025147,181.38689716,-30.16112982,SN1990S,181.38779166666663,-30.161166666666663
PSO J212713.058-300345.765,,,,ESO 465- G 002,0.019617,321.80439537,-30.06269757,LSQ13bfo,321.80104166666666,-30.06069444444445
PSO J134853.976-300137.847,,,,WISEA J134853.97-300137.6,0.02855,207.22490008,-30.02717152,SN1985I,207.22083333333333,-30.02833333333333
PSO J132857.139-300046.556,,,,WISEA J132857.13-300046.4,,202.23808344,-30.01295656,SN1992Z,202.23866666666663,-30.011972222222223
PSO J092039.720-295653.510,,,,WISEA J092039.72-295653.3,0.035948,140.16549885,-29.94818372,SN2017dfo,140.15885,-29.95065277777777
PSO J033755.360-295622.609,,,,WISEA J033755.39-295622.4,0.1032,54.48069052,-29.93959864,DES17C2ou,54.48141666666666,-29.940722222222234
PSO J015541.113-295520.627,,,,NGC 0749,0.014547,28.92130341,-29.92234296,SN2001dm,28.91895833333333,-29.92241944444445
PSO J111348.916-295529.628,,,,WISEA J111348.96-295529.8,0.032939,168.45381767,-29.92491001,SN2012ce,168.45607916666663,-29.92556111111111
PSO J134442.268-295416.521,,,,WISEA J134442.13-295419.8,,206.17609424,-29.904579,SN2019ozb,206.17476666666664,-29.903622222222207
PSO J214423.640-295425.746,,,,ESO 466- G 004,0.01874,326.09849777,-29.90720575,SN2017hxv,326.09587916666663,-29.91655
PSO J055652.997-295318.173,,,,WISEA J055653.00-295318.9,,89.22083152,-29.88839198,LSQ12lb,89.21937499999999,-29.88816666666667
PSO J033929.099-294957.678,,,,WISEA J033929.09-294957.8,,54.87122729,-29.83276075,DES16C2ege,54.87141666666666,-29.83261111111112
PSO J202234.929-294925.000,,,,MCG -05-48-005,0.019363,305.64552536,-29.82360382,SN2004fa,305.64582916666666,-29.822419444444453
PSO J234514.744-294700.307,,,,WISEA J234514.73-294700.1,0.0336,356.31144318,-29.783400300000004,ASASSN-14kq,356.314625,-29.783638888888888
PSO J004520.370-294509.337,,,,WISEA J004520.37-294509.5,,11.33491558,-29.75260023,SN2001gg,11.336791666666668,-29.75338888888889
PSO J035309.337-294443.568,,,,WISEA J035309.33-294443.6,,58.28888396,-29.74541976,SN1990ac,58.28857916666666,-29.743861111111112
PSO J134349.091-294439.790,,,,ESO 445- G 020,0.013773,205.95458078,-29.74433694,SN2004cb,205.95217083333333,-29.74978055555556
PSO J064350.532-293941.047,,,,WISEA J064350.59-293940.4,,100.96055751,-29.66138379,SN2017isu,100.96049999999998,-29.66111111111111
PSO J132754.354-293704.939,,,,NGC 5153,0.014413,201.97648679,-29.61800831,SN2017jfw,201.97404166666664,-29.61853888888889
PSO J053407.042-293633.783,,,,WISEA J053407.06-293633.7,0.036312,83.52934489,-29.60936898,SN2017ile,83.52940833333331,-29.609861111111112
PSO J115117.611-293636.395,,,,WISEA J115117.47-293636.3,,177.82338244,-29.61012162,LSQ13fn,177.82204166666665,-29.61141666666667
PSO J033523.395-293534.864,,,,SSTSL2 J033523.39-293535.2,,53.84748275,-29.59301343,DES14C2ikn,53.84820833333333,-29.591777777777768
PSO J045554.761-293413.174,,,,WISEA J045554.70-293413.3,,73.97819492,-29.57030974,SN2016dst,73.97791666666666,-29.57044444444445
PSO J141448.954-293337.132,,,,WISEA J141448.95-293337.1,,213.70398364,-29.56031496,SN2017ecp,213.70385833333333,-29.560211111111112
PSO J233230.133-293338.243,,,,AM 2329-295,,353.12557558,-29.56061516,SN2019ktf,353.1247458333333,-29.56018333333333
PSO J132542.702-293241.047,,,,ESO 444- G 031,0.033493,201.42792016,-29.54473823,SMTJ13254308-2932269,201.4294583333333,-29.54080555555556
PSO J204757.820-293130.810,,,,WISEA J204757.83-293130.9,0.042476,311.99091568,-29.52523558,SN2019lxe,311.9900625,-29.525505555555554
PSO J211019.177-293138.792,,,,ESO 464- G 026,0.018516,317.57988897,-29.52744284,SN2018ass,317.57925,-29.52288888888889
PSO J125347.826-293127.691,,,,GALEXMSC J125347.88-293129.2,,193.44927291,-29.52433195,LSQ14an,193.44929166666665,-29.52422222222221
PSO J125612.407-293009.959,,,,NGC 4806,0.008032,194.05170056,-29.50278622,SN2011fh,194.05837083333333,-29.498561111111112
PSO J093927.295-292925.330,,,,WISEA J093927.25-292925.3,,144.86379209,-29.49032383,SN2017abw,144.8633625,-29.48982222222224
PSO J033305.267-292812.103,,,,WISEA J033305.25-292812.4,0.113103,53.27194433,-29.47001498,LSQ13dsn,53.26791666666666,-29.46927777777777
PSO J235216.240-292651.483,,,,ESO 471- G 030,0.030091,358.06767891,-29.44766996,SN1991bf,358.064,-29.44136111111111
PSO J004553.635-292611.604,,,,WISEA J004553.65-292611.2,0.19,11.4734789,-29.43653108,SN2001io,11.4735,-29.436580555555555
PSO J112053.136-292411.243,,,,ESO 438- G 023,0.029744,170.22142680000005,-29.40313136,SN2007uz,170.21512916666666,-29.404580555555555
PSO J154949.541-292312.606,,,,NGC 6000,0.007315,237.45645223,-29.38682768,SN2010as,237.45512083333327,-29.38603055555556
PSO J193220.160-292309.307,,,,2MASX J19322014-2923090,0.023833,293.08399807,-29.38592291,SN2019cvl,293.0924583333333,-29.38569444444445
PSO J204249.682-292239.419,,,,GALEXASC J204249.73-292239.3,,310.70702259,-29.3775815,SN2018ash,310.70704166666667,-29.37746111111111
PSO J133736.362-292123.309,,,,2MASS J13373635-2921233,,204.40150663,-29.35646599,SN2016ww,204.4013125,-29.355763888888887
PSO J033802.246-291955.952,,,,SARS 053.99635-29.49512,0.102074,54.50935791,-29.3321957,DES14C2pw,54.50991666666666,-29.33033333333333
PSO J005810.320-291926.220,,,,WISEA J005810.37-291926.6,0.03411,14.54300656,-29.32396358,SN2019kah,14.540816666666665,-29.323469444444445
PSO J053118.078-291757.351,,,,WISEA J053118.14-291757.7,,82.82531536,-29.29925669,SN2016aez,82.82566666666666,-29.29511111111111
PSO J132913.422-291724.819,,,,WISEA J132913.41-291724.9,0.047,202.30594304,-29.29024654,SN1998ch,202.3054583333333,-29.29078055555556
PSO J125436.188-291632.285,,,,WINGS J125436.18-291632.3,,193.65078355,-29.27565969,LSQ14hm,193.65066666666664,-29.27572222222221
PSO J142110.342-291504.291,,,,WISEA J142110.39-291504.7,0.00421,215.29310233,-29.25119132,SN2008cq,215.29004166666664,-29.251361111111112
PSO J132907.202-291402.566,,,,WISEA J132907.19-291402.6,0.11,202.27998745,-29.23404532,SN1996aj,202.27842083333329,-29.233888888888888
PSO J033446.766-291238.073,,,,WISEA J033446.86-291237.1,0.1027,53.69485179,-29.21056937,PS1-11asz,53.69532916666666,-29.20903055555556
PSO J114717.389-291104.289,,,,WISEA J114717.39-291104.3,0.031625,176.8224654,-29.18453526,SN2019wqz,176.8264583333333,-29.18876111111112
PSO J033429.194-291014.958,,,,WISEA J033429.19-291014.5,,53.62163866,-29.17082685,DES15C2nfs,53.62099999999999,-29.169027777777767
PSO J212912.069-290946.245,,,,WISEA J212912.03-290946.8,0.084118,322.30029184,-29.16284695,SN2018bwq,322.2990208333333,-29.162830555555555
PSO J131936.621-290739.997,,,,WISEA J131936.55-290740.2,,199.90257568,-29.12776195,SN2018ecd,199.90304583333327,-29.12128055555556
PSO J023435.392-290657.755,,,,WISEA J023435.39-290657.8,0.0623,38.64745821,-29.11605477,LSQ13doj,38.64716666666666,-29.11563888888889
PSO J094106.310-290614.260,,,,ESO 434- G 020,0.03788,145.27627458,-29.10395173,SN1998ck,145.27499999999995,-29.10491944444445
PSO J235210.203-290444.360,,,,MCG -05-56-026,0.028993,358.04251789999995,-29.07899244,PS15cwz,358.04004166666664,-29.07905555555556
PSO J032948.859-290428.213,,,,WISEA J032948.87-290428.2,0.071251,52.45358097,-29.07450592,PS1-1000001,52.4530625,-29.074975
PSO J235623.891-290125.162,,,,IC 5364 NED01,0.029791,359.09953911,-29.02366295,SN2019fkq,359.101625,-29.02378055555556
PSO J032924.656-285948.908,,,,WISEA J032924.65-285948.8,,52.35273602,-28.99691114,DES15C3lvt,52.35249999999999,-28.996722222222232
PSO J034113.337-285939.479,,,,WISEA J034113.33-285939.1,,55.30556076,-28.99430111,DES12C2a,55.30458333333333,-28.993861111111112
PSO J205943.904-285852.385,,,,GALEXASC J205943.96-285852.5,,314.93292343,-28.98121321,SN2017hol,314.93325,-28.98095
PSO J234115.910-285743.214,,,,2dFGRS S271Z125,0.0508,355.31630822,-28.96201199,SN2018fql,355.3169958333333,-28.96242777777777
PSO J032909.046-285708.777,,,,SSTSL2 J032909.06-285708.6,,52.28767708,-28.95244974,DES14C3uje,52.28408333333333,-28.951555555555554
PSO J033558.760-285608.905,,,,SSTSL2 J033558.80-285608.8,,53.99483742,-28.93579926,PSc460013,53.994625,-28.93569166666667
PSO J192030.149-285509.915,,,,ESO 459- G 013,0.030725,290.12561197,-28.91942469,SN2004ev,290.13242083333324,-28.92081111111111
PSO J014021.565-285445.555,,,,IC 1720,0.01896,25.08981288,-28.91270371,SN2008hg,25.093291666666666,-28.918080555555555
PSO J033435.788-285424.146,,,,WISEA J033435.86-285422.3,,53.64909805,-28.90670191,DES16C2cbv,53.6475,-28.908777777777768
PSO J033157.378-285302.349,,,,WISEA J033157.42-285302.6,,52.98909651,-28.88400166,PSc440005,52.98925416666666,-28.88355833333333
PSO J045930.449-285202.905,,,,ESO 422- G 019,0.016064,74.87686722,-28.86749211,SN2016eso,74.87517916666665,-28.86088055555556
PSO J140032.048-285228.583,,,,NGC 5393,0.020077,210.13357982,-28.87459752,SN2003bu,210.13104166666665,-28.87575
PSO J033041.600-285148.634,,,,WISEA J033041.65-285148.4,,52.67332906,-28.86349289,PSc440008,52.673475,-28.86321111111112
PSO J033043.966-285050.083,,,,WISEA J033044.01-285050.1,,52.68322753,-28.84727163,DES16C3dhv,52.68320833333333,-28.84711111111111
PSO J132316.107-284945.909,,,,WISEA J132316.11-284945.9,,200.81710205,-28.82942777,LSQ15st,200.81941666666663,-28.83097222222224
PSO J033405.106-284828.028,,,,SSTSL2 J033405.11-284827.8,,53.52127317,-28.80776899,PSc580276,53.52138333333333,-28.807697222222235
PSO J033223.097-284740.075,,,,WISEA J033223.10-284739.0,,53.09624333,-28.79447264,DES16C3bq,53.09720833333333,-28.794472222222232
PSO J033402.197-284739.114,,,,WISEA J033402.20-284739.0,0.148302,53.50915564,-28.79418713,DES15C2aty,53.50845833333332,-28.79461111111112
PSO J032655.417-284646.897,,,,WISEA J032655.41-284647.0,0.233872,51.73090119,-28.7797105,SN2013gp,51.73129166666666,-28.77936111111111
PSO J033603.938-284657.434,,,,WISEA J033603.87-284657.8,,54.01642547,-28.78260894,DES15C2npz,54.01629166666666,-28.78258333333333
PSO J032955.737-284603.742,,,,ESO 418- G 007 NOTES01,0.038093,52.48222438,-28.76769845,PS1-13eao,52.48479166666666,-28.77158333333333
PSO J033329.237-284515.513,,,,WISEA J033329.33-284515.3,,53.37182704,-28.75429379,PS1-11ak,53.37175833333333,-28.75737222222224
PSO J220529.550-284509.850,,,,WISEA J220529.59-284511.4,,331.37313536,-28.75273566,LSQ13bud,331.37299999999993,-28.75263888888889
PSO J050321.192-284407.615,,,,WISEA J050321.12-284407.0,0.035425,75.83827713,-28.73546496,SN2018fqm,75.8399333333333,-28.73161111111111
PSO J033814.235-284236.465,,,,WISEA J033814.21-284236.2,,54.55931130000001,-28.71010191,DES15C2odp,54.55916666666666,-28.70986111111112
PSO J032929.487-284218.065,,,,WISEA J032929.57-284217.9,,52.37286573,-28.70501925,PS1-12bmp,52.36799166666666,-28.70433611111111
PSO J033010.048-284224.118,,,,WISEA J033010.05-284225.4,,52.54186271,-28.70669734,DES14C3aol,52.54154166666666,-28.70761111111112
PSO J033533.336-284212.419,,,,WISEA J033533.34-284212.1,,53.88888343,-28.70344981,PSc310145,53.88905,-28.70365833333333
PSO J013352.919-284156.334,,,,2MASX J01335291-2841569,0.03034,23.47046724,-28.69903323,SN1999ei,23.46792083333333,-28.69916944444445
PSO J033503.457-284137.521,,,,WISEA J033503.54-284138.1,,53.76438687,-28.69377229,DES17C2gjd,53.76562499999999,-28.693722222222235
PSO J034103.107-284105.127,,,,SARS 054.74772-28.84453,0.070088,55.26292739,-28.6847435,DES15C2sj,55.26425,-28.68975
PSO J034022.153-284011.495,,,,SARS 054.57656-28.83020,0.065612,55.09229739999999,-28.66984696,PS15cev,55.08933333333332,-28.66741666666667
PSO J033504.837-283913.541,,,,WISEA J033504.82-283913.5,,53.77013559,-28.6537909,PSc310147,53.77015416666666,-28.65365
PSO J133718.189-283928.710,,,,IC 4303,0.008022,204.32578688,-28.65797896,ASASSN-15kz,204.32779166666663,-28.656541666666666
PSO J033047.608-283854.266,,,,WISEA J033047.58-283854.0,,52.69837076,-28.64842448,DES15C3omh,52.69504166666666,-28.64930555555556
PSO J033013.055-283822.437,,,,WISEA J033013.06-283822.8,,52.55438966,-28.63956077,PS1-10awc,52.55375833333333,-28.639497222222207
PSO J115453.127-283734.518,,,,WISEA J115453.13-283733.0,,178.72134544,-28.62626238,SN2016ipb,178.7205,-28.62436944444445
PSO J032816.805-283723.748,,,,WISEA J032816.82-283723.6,,52.07003357,-28.62326717,PSc470110,52.07056666666666,-28.623325
PSO J033635.297-283727.998,,,,WISEA J033635.31-283728.3,,54.14706126,-28.6244435,PSc470015,54.14854999999999,-28.625113888888887
PSO J033629.885-283411.752,,,,WISEA J033629.89-283411.7,,54.12451641,-28.56992641,DES15C2njv,54.12445833333333,-28.56986111111112
PSO J011645.503-283339.289,,,,AM 0114-284 NED03,0.036655,19.18961078,-28.56093501,SN2019tjm,19.18820833333333,-28.56110277777778
PSO J033611.862-283339.485,,,,WISEA J033611.88-283339.6,0.181612,54.04943561,-28.56096383,PS16ekx,54.05,-28.56065555555556
PSO J032844.788-283324.236,,,,WISEA J032844.77-283324.2,,52.18662145,-28.55669493,DES16C3elb,52.18625,-28.55638888888889
PSO J033123.013-283250.276,,,,SSTSL2 J033123.02-283250.3,,52.84588423,-28.54727809,DES15C3nym,52.84645833333333,-28.54419444444445
PSO J032744.743-282917.886,,,,WISEA J032744.76-282918.0,,51.93643444,-28.48831252,SN2013go,51.93599999999999,-28.48708055555556
PSO J032744.956-282851.182,,,,WISEA J032744.96-282851.1,,51.93733206,-28.48090261,PSc440242,51.93810833333333,-28.480013888888887
PSO J033242.592-282815.922,,,,WISEA J033242.61-282815.9,,53.17746548,-28.47110246,PSc560106,53.17708749999999,-28.47110277777777
PSO J033341.644-282806.786,,,,WISEA J033341.63-282806.4,,53.42351546,-28.46854846,PSc450054,53.42369166666666,-28.46843611111111
PSO J114425.908-282743.484,,,,ESO 440- G 001,0.028717,176.10793447,-28.46209081,SN2017lv,176.11059583333332,-28.45756111111111
PSO J221914.471-282413.091,,,,ESO 467- G 042,0.027963,334.81029227,-28.40361055,SN2017fwa,334.80918749999995,-28.40316944444445
PSO J033438.070-282355.719,,,,WISEA J033438.07-282356.3,,53.65861763,-28.398849600000005,DES15C3mpk,53.65895833333333,-28.397861111111112
PSO J222006.418-282356.610,,,,WISEA J222006.41-282356.7,0.0811,335.02675575,-28.39907575,SN2017hcz,335.026125,-28.39926944444444
PSO J015819.309-282316.395,,,,GALEXASC J015819.30-282317.5,,29.58045538,-28.38788333,SN2017iva,29.58025833333333,-28.387491666666666
PSO J033327.935-282217.555,,,,WISEA J033327.94-282217.8,,53.36638187,-28.37155362,PS1-1000004,53.36644999999999,-28.371522222222207
PSO J033640.221-282208.968,,,,WISEA J033640.25-282209.2,,54.16760613,-28.36917169,PS1-10bxr,54.1715,-28.3673
PSO J033126.461-282112.546,,,,WISEA J033126.48-282113.1,,52.86022645,-28.35345403,DES15C3mgv,52.85991666666666,-28.35311111111111
PSO J135459.660-281943.215,,,,WISEA J135459.65-281943.0,,208.7485731,-28.32867343,SMTJ13545988-2820020,208.7494583333333,-28.333861111111112
PSO J150245.073-281940.381,,,,WISEA J150245.07-281940.0,0.039948,225.68779256,-28.32790126,PS1-14nv,225.6867083333333,-28.327861111111112
PSO J211657.093-281934.899,,,,ESO 464- G 030,0.034394,319.237878,-28.32638661,SN1994ab,319.23645833333325,-28.330938888888888
PSO J033017.031-281917.160,,,,GALEXMSC J033017.02-281915.8,,52.57099113,-28.32142422,DES16C3fv,52.57099999999999,-28.3215
PSO J033537.910-281904.449,,,,WISEA J033537.94-281905.7,,53.90796275,-28.3178587,DES14C2fkf,53.91145833333333,-28.31933333333333
PSO J033129.423-281804.547,,,,WISEA J033129.27-281804.3,,52.87250353,-28.3012295,PSc470114,52.87253749999999,-28.300675
PSO J032851.007-281510.573,,,,SSTSL2 J032851.00-281510.4,,52.21254422,-28.25281974,DES15C3fx,52.21191666666667,-28.25075
PSO J033144.675-281515.359,,,,WISEA J033144.69-281515.3,,52.93614437,-28.25424716,DES16C3ea,52.93599999999999,-28.25430555555556
PSO J033413.732-281432.357,,,,WISEA J033413.74-281432.3,,53.55721309,-28.24231756,DES15C3bj,53.55691666666666,-28.24205555555556
PSO J033130.155-281430.686,,,,WISEA J033130.16-281430.5,,52.87564298,-28.24186393,DES17C3evg,52.87566666666665,-28.24158333333333
PSO J033135.910-281427.793,,,,WISEA J033135.89-281427.0,,52.89960721,-28.24106057,PSc080772,52.89958749999999,-28.240861111111112
PSO J033304.134-281249.496,,,,GALEXASC J033304.14-281248.5,,53.26729419,-28.213801,LSQ12heq,53.26666666666666,-28.213777777777786
PSO J221425.321-281155.391,,,,WISEA J221425.26-281155.2,0.0568,333.60550213,-28.19873208,SN2007fj,333.6057083333333,-28.19831111111111
PSO J032826.098-281001.285,,,,WISEA J032826.14-281001.6,,52.10870166,-28.167018100000003,DES14C3tsg,52.10725,-28.16408333333333
PSO J033059.519-281000.712,,,,WISEA J033059.50-281000.7,0.077687,52.74798806,-28.16687417,PS1-11bdy,52.74706666666666,-28.16598888888889
PSO J014713.628-280911.174,,,,WISEA J014713.66-280911.8,0.057799,26.80675438,-28.15312657,SN2017gfd,26.80702083333333,-28.15389722222222
PSO J033737.955-280920.508,,,,GALEXASC J033737.94-280920.6,,54.40815629,-28.15568876,PSc580285,54.4081,-28.15566388888889
PSO J032721.326-280732.050,,,,WISEA J032721.33-280731.8,,51.83885213,-28.12567375,DES14C3cxt,51.83883333333333,-28.125
PSO J032839.153-280629.248,,,,WISEA J032839.09-280628.2,,52.16312883,-28.1081152,DES14C3hud,52.16308333333333,-28.10825
PSO J234615.080-280556.049,,,,ESO 471- G 010,0.027999,356.56283333,-28.09891279,PTF11klo,356.559875,-28.09738888888889
PSO J032952.390-280500.735,,,,WISEA J032952.35-280501.1,,52.46828272,-28.0835331,SN2009ku,52.47179166666666,-28.08671944444445
PSO J033309.503-280455.886,,,,WISEA J033309.51-280455.9,,53.28960897,-28.08223853,SN2012gt,53.28649999999999,-28.0845
PSO J032832.306-280417.922,,,,WISEA J032832.30-280417.5,,52.1346167,-28.07164886,PSc080241,52.135175,-28.071591666666663
PSO J122304.141-280405.791,,,,WISEA J122304.13-280405.7,0.026131,185.76725127,-28.06828843,SN2020ym,185.76795833333333,-28.068738888888888
PSO J032818.320-280338.422,,,,WISEA J032818.32-280338.4,,52.07633958,-28.0606738,DES14C3tvk,52.06933333333333,-28.063666666666663
PSO J033348.739-280315.401,,,,WISEA J033348.71-280315.4,,53.45309154,-28.05428674,PSc350356,53.45299999999999,-28.05371111111112
PSO J033616.993-280300.943,,,,WISEA J033616.99-280301.1,0.148,54.07078885,-28.05025041,PSc090275,54.0720875,-28.05151111111111
PSO J033656.497-280244.082,,,,WISEA J033656.50-280243.9,,54.2353958,-28.04557657,PSc560124,54.23530416666666,-28.045513888888888
PSO J142201.902-280235.555,,,,WISEA J142201.85-280236.9,0.025164,215.50792964,-28.04321425,SN2018aum,215.51052916666663,-28.0419
PSO J033312.390-280121.631,,,,ACS-GC 90004355,0.2911,53.30162994,-28.0226774,DES14C3mpt,53.30083333333332,-28.02486111111111
PSO J103348.443-280016.314,,,,GALEXASC J103348.45-280016.3,,158.45182658,-28.00455007,SN1985C,158.45,-28.00666666666667
PSO J200344.765-275917.839,,,,WISEA J200344.85-275917.4,0.020021,300.93650841,-27.98829355,SN2017gjd,300.93707083333334,-27.98865
PSO J032632.429-275856.836,,,,WISEA J032632.41-275856.6,0.123494,51.63511239,-27.98246959,PS1-11ays,51.6351625,-27.983041666666665
PSO J205834.710-275835.777,,,,WISEA J205834.73-275835.9,,314.64460519,-27.97656335,SN2019lpy,314.64424999999994,-27.976227777777765
PSO J133001.217-275829.686,,,,WISEA J133001.21-275829.7,0.034657,202.50506382,-27.97492376,SN2016blj,202.50334166666664,-27.97341944444444
PSO J033245.941-275745.508,,,,WISEA J033245.97-275745.5,,53.1914652,-27.96264133,DES17C3bei,53.19266666666666,-27.96275
PSO J235150.263-275754.976,,,,ESO 471- G 027,0.0293639999999999,357.95947671,-27.96526516,SN1993ah,357.95945833333326,-27.96306111111112
PSO J033110.827-275728.768,,,,WISEA J033110.72-275729.3,,52.79526310000001,-27.95797644,DES14C3rap,52.79745833333333,-27.95930555555556
PSO J033310.762-275727.425,,,,WISEA J033310.76-275727.8,0.342,53.29485848,-27.95763321,DES15C3edd,53.29445833333333,-27.957777777777785
PSO J055102.802-275719.494,,,,WISEA J055102.79-275718.7,,87.7616519,-27.95540899,SN2019bso,87.76229999999998,-27.95638888888889
PSO J033432.874-275643.601,,,,SSTSL2 J033432.88-275643.5,,53.63692497,-27.9453779,PSc310184,53.63589166666666,-27.94446666666667
PSO J043633.901-275609.311,,,,WISEA J043633.90-275611.7,,69.14123195,-27.93594339,LSQ13czk,69.14104166666665,-27.93638888888889
PSO J123507.224-275626.075,,,,WISEA J123507.24-275626.3,0.028526,188.78009198,-27.9405838,SN2017eit,188.7845,-27.940661111111112
PSO J033557.095-275536.654,,,,WISEA J033557.09-275536.1,,53.98787973,-27.92684462,PSc120677,53.98815,-27.926544444444453
PSO J032638.763-275514.498,,,,WISEA J032638.76-275514.3,,51.66153706,-27.92070169,PSc080363,51.66175416666666,-27.92065
PSO J044045.041-275504.613,,,,WISEA J044044.92-275502.1,,70.18766506,-27.91791041,Gaia17deh,70.18908333333333,-27.91675833333333
PSO J231511.317-275446.989,,,,WISEA J231511.34-275447.0,,348.79716818,-27.91307156,SN2017hhl,348.7993458333333,-27.911141666666666
PSO J033853.406-275412.609,,,,WISEA J033853.45-275412.8,,54.72253371,-27.90348525,DES14C1eu,54.72324999999999,-27.905027777777768
PSO J033106.476-275210.395,,,,WISEA J033106.51-275210.3,,52.77698075,-27.86956313,PSc580009,52.77693333333333,-27.869494444444445
PSO J033300.168-275140.554,,,,WISEA J033300.18-275140.6,0.1464,53.25073048,-27.86125032,SN1999gu,53.25062083333333,-27.86113888888889
PSO J033235.960-275118.560,,,,GALEXASC J033236.02-275118.6,0.3592,53.14988598,-27.85512062,Kurage,53.150125,-27.85490555555556
PSO J033900.697-275042.653,,,,WISEA J033900.72-275042.1,,54.75291703,-27.84519849,DES15C1nhv,54.75391666666666,-27.843166666666665
PSO J033522.628-275019.514,,,,SSTSL2 J033522.65-275019.5,,53.84430134,-27.83874784,PSc110460,53.84475833333333,-27.840277777777768
PSO J221210.420-274938.325,,,,MCG -05-52-046,0.0287329999999999,333.04343186,-27.827321,ASASSN-14ef,333.04462499999994,-27.82871388888889
PSO J032710.741-274921.132,,,,GALEXMSC J032710.69-274920.8,,51.79476353,-27.82257141,DES14C3cwp,51.79533333333333,-27.82211111111112
PSO J033516.495-274922.982,,,,SSTSL2 J033516.49-274922.9,,53.81874666,-27.82304596,DES17C1gye,53.81908333333333,-27.822888888888887
