Unnamed: 0,ra,dec,candidate_id,flux,fluxerr,magzp,filter,meanmjd,rb,rbcut,model,objectdata_id_1,tag,num_rb_obs
277333,149.87277589479,3.18375502996458,DC21fyx,32155.3146662818,269.583540160962,30.2705723791733,i,59711.0811845548,0.944103,0.3,rknop_20211105_19.h5,1347436,default,185
277616,149.87277589479,3.18375502996458,DC21fyx,27774.7304884512,277.533790443365,30.1654491705964,i,59711.1065674948,0.999934,0.3,rknop_20211105_19.h5,1356064,default,185
277671,149.87277589479,3.18375502996458,DC21fyx,7769.06349792711,151.404245140268,29.6134565276191,r,59714.0330315452,0.938467,0.3,rknop_20211105_19.h5,1358111,default,185
277779,149.87277589479,3.18375502996458,DC21fyx,7150.51718740127,114.775720858676,28.9466867944719,g,59708.0626489622,1.0,0.3,rknop_20211105_19.h5,1319787,default,185
277808,149.87277589479,3.18375502996458,DC21fyx,8751.23856593826,209.079273711286,29.6068445182375,r,59714.0582338552,1.0,0.3,rknop_20211105_19.h5,1362880,default,185
277986,149.87277589479,3.18375502996458,DC21fyx,23644.1232146886,259.518034382937,30.0062837288471,i,59714.0850077448,1.0,0.3,rknop_20211105_19.h5,1370472,default,185
277995,149.87277589479,3.18375502996458,DC21fyx,21853.2306504017,274.836175069935,29.9721733832313,i,59708.0906389248,1.0,0.3,rknop_20211105_19.h5,1328945,default,185
278142,149.87277589479,3.18375502996458,DC21fyx,6702.18558171936,131.57311127352,28.8976056595624,g,59708.1004748722,1.0,0.3,rknop_20211105_19.h5,1335217,default,185
278242,149.87277589479,3.18375502996458,DC21fyx,7522.06069122364,179.163530096856,29.5999672833042,r,59717.0562725852,0.99991,0.3,rknop_20211105_19.h5,1380652,default,185
278385,149.87277589479,3.18375502996458,DC21fyx,7101.59576671408,116.889909211826,28.9759449480836,g,59711.0784186922,1.0,0.3,rknop_20211105_19.h5,1343438,default,185
278428,149.87277589479,3.18375502996458,DC21fyx,6271.71680027049,246.000504424937,28.9816859582146,g,59717.0802500022,0.424321,0.3,rknop_20211105_19.h5,1387257,default,185
278699,149.87277589479,3.18375502996458,DC21fyx,6853.19584294769,124.719339522779,28.9566104501511,g,59711.1037840222,1.0,0.3,rknop_20211105_19.h5,1354455,default,185
278702,149.87277589479,3.18375502996458,DC21fyx,8537.49821765249,119.996409108652,29.031723156453,g,59714.0318647722,0.891696,0.3,rknop_20211105_19.h5,1354488,default,185
278734,149.87277589479,3.18375502996458,DC21fyx,26780.8387098551,214.99265398262,30.0765668582932,i,59714.0346135448,0.999048,0.3,rknop_20211105_19.h5,1355367,default,185
278964,149.87277589479,3.18375502996458,DC21fyx,7524.64274274833,148.454006479786,29.0121703430131,g,59714.0444513622,1.0,0.3,rknop_20211105_19.h5,1361607,default,185
279031,149.87277589479,3.18375502996458,DC21fyx,24543.8388998669,255.799186822715,29.9912104869178,i,59714.0598227748,1.0,0.3,rknop_20211105_19.h5,1363540,default,185
279128,149.87277589479,3.18375502996458,DC21fyx,7429.6174145669,198.758231622022,29.0210768706213,g,59714.0570395422,1.0,0.3,rknop_20211105_19.h5,1365963,default,185
279252,149.87277589479,3.18375502996458,DC21fyx,7573.70877759237,162.926282735746,28.9918694262371,g,59714.0822517422,1.0,0.3,rknop_20211105_19.h5,1370230,default,185
279363,149.87277589479,3.18375502996458,DC21fyx,7893.24292143153,190.867712967606,29.5717519714031,r,59714.0834360652,1.0,0.3,rknop_20211105_19.h5,1373304,default,185
279456,149.87277589479,3.18375502996458,DC21fyx,7225.40686895424,170.655493198272,29.038156344736,g,59717.0424978822,1.0,0.3,rknop_20211105_19.h5,1376444,default,185
279457,149.87277589479,3.18375502996458,DC21fyx,7771.01426546934,192.59825132222,29.0369739472515,g,59717.0298976322,0.9996,0.3,rknop_20211105_19.h5,1376817,default,185
279692,149.87277589479,3.18375502996458,DC21fyx,7321.64335402119,154.446603527217,29.5460312161216,r,59717.0688410952,1.0,0.3,rknop_20211105_19.h5,1383127,default,185
311253,149.87277589479,3.18375502996458,DC21fyx,6933.14954273706,98.9071757139744,28.9697543558596,g,59948.2789652322,1.0,0.3,rknop_20211105_19.h5,2089584,default,185
314450,149.87277589479,3.18375502996458,DC21fyx,7255.32936341633,101.746694838576,29.0058308591603,g,59947.2345460522,1.0,0.3,rknop_20211105_19.h5,2063200,default,185
315975,149.87277589479,3.18375502996458,DC21fyx,6487.61986992769,154.05672857287,28.9055083353976,g,59950.2123932022,0.817784,0.3,rknop_20211105_19.h5,2097158,default,185
316196,149.87277589479,3.18375502996458,DC21fyx,22026.9213132908,240.375845044761,29.8962643797575,i,59950.2151696648,0.999999,0.3,rknop_20211105_19.h5,2101494,default,185
319226,149.87277589479,3.18375502996458,DC21fyx,7424.17312840334,105.819346805977,29.0382427415389,g,59977.2035135922,1.0,0.3,rknop_20211105_19.h5,2272162,default,185
320158,149.87277589479,3.18375502996458,DC21fyx,38360.5053301143,649.929395195743,29.6525112483625,i,59980.2619022448,1.0,0.3,rknop_20211105_19.h5,2299981,default,185
320204,149.87277589479,3.18375502996458,DC21fyx,7192.62314669083,119.521634643354,28.9097465867297,g,59986.2526522822,1.0,0.3,rknop_20211105_19.h5,2301171,default,185
320205,149.87277589479,3.18375502996458,DC21fyx,6713.47099570444,122.292757105988,28.902066359958,g,59986.2610265022,1.0,0.3,rknop_20211105_19.h5,2301441,default,185
323740,149.87277589479,3.18375502996458,DC21fyx,7877.16093863882,200.172891305485,29.0432901525696,g,59980.2337807822,1.0,0.3,rknop_20211105_19.h5,2289382,default,185
323844,149.87277589479,3.18375502996458,DC21fyx,7098.40438403146,184.826945460768,29.0104265086259,g,59980.2464733122,0.543161,0.3,rknop_20211105_19.h5,2293246,default,185
324036,149.87277589479,3.18375502996458,DC21fyx,7596.36379651388,177.711036435579,29.0124848177738,g,59980.2591417322,1.0,0.3,rknop_20211105_19.h5,2300869,default,185
324308,149.87277589479,3.18375502996458,DC21fyx,8149.44634460987,177.71022451358,29.5273236189642,r,59986.2705979352,0.628096,0.3,rknop_20211105_19.h5,2308340,default,185
324366,149.87277589479,3.18375502996458,DC21fyx,6338.35500142967,136.336263168333,28.8757410268465,g,59986.2777968622,1.0,0.3,rknop_20211105_19.h5,2309946,default,185
324370,149.87277589479,3.18375502996458,DC21fyx,7401.00093547352,185.15040538778,29.508621532557,r,59986.2873764452,1.0,0.3,rknop_20211105_19.h5,2310423,default,185
